f1_flight_num,f1_origin_city,f1_dest_city,f1_actual_time,f2_flight_num,f2_origin_city,f2_dest_city,f2_actual_time,actual_time
1489,Seattle WA,Dallas/Fort Worth TX,236,2056,Dallas/Fort Worth TX,Boston MA,206,442
2262,Seattle WA,Dallas/Fort Worth TX,228,2056,Dallas/Fort Worth TX,Boston MA,206,434
1212,Seattle WA,Dallas/Fort Worth TX,204,2056,Dallas/Fort Worth TX,Boston MA,206,410
1232,Seattle WA,Dallas/Fort Worth TX,220,2056,Dallas/Fort Worth TX,Boston MA,206,426
1401,Seattle WA,Dallas/Fort Worth TX,273,2056,Dallas/Fort Worth TX,Boston MA,206,479
1625,Seattle WA,Dallas/Fort Worth TX,228,2056,Dallas/Fort Worth TX,Boston MA,206,434
143,Seattle WA,Dallas/Fort Worth TX,235,2056,Dallas/Fort Worth TX,Boston MA,206,441
388,Seattle WA,Dallas/Fort Worth TX,228,2056,Dallas/Fort Worth TX,Boston MA,206,434
380,Seattle WA,Dallas/Fort Worth TX,280,2070,Dallas/Fort Worth TX,Boston MA,344,624
524,Seattle WA,Dallas/Fort Worth TX,233,2070,Dallas/Fort Worth TX,Boston MA,344,577
622,Seattle WA,Dallas/Fort Worth TX,226,2070,Dallas/Fort Worth TX,Boston MA,344,570
846,Seattle WA,Dallas/Fort Worth TX,250,2070,Dallas/Fort Worth TX,Boston MA,344,594
1020,Seattle WA,Dallas/Fort Worth TX,236,2070,Dallas/Fort Worth TX,Boston MA,344,580
1046,Seattle WA,Dallas/Fort Worth TX,281,2070,Dallas/Fort Worth TX,Boston MA,344,625
2310,Seattle WA,Dallas/Fort Worth TX,221,2070,Dallas/Fort Worth TX,Boston MA,344,565
2407,Seattle WA,Dallas/Fort Worth TX,239,2070,Dallas/Fort Worth TX,Boston MA,344,583
658,Seattle WA,Dallas/Fort Worth TX,229,2070,Dallas/Fort Worth TX,Boston MA,344,573
660,Seattle WA,Dallas/Fort Worth TX,218,2070,Dallas/Fort Worth TX,Boston MA,344,562
662,Seattle WA,Dallas/Fort Worth TX,227,2070,Dallas/Fort Worth TX,Boston MA,344,571
1094,Seattle WA,Dallas/Fort Worth TX,231,2070,Dallas/Fort Worth TX,Boston MA,344,575
1230,Seattle WA,Dallas/Fort Worth TX,233,2070,Dallas/Fort Worth TX,Boston MA,344,577
1308,Seattle WA,Dallas/Fort Worth TX,243,2070,Dallas/Fort Worth TX,Boston MA,344,587
1402,Seattle WA,Dallas/Fort Worth TX,255,2070,Dallas/Fort Worth TX,Boston MA,344,599
1489,Seattle WA,Dallas/Fort Worth TX,236,2070,Dallas/Fort Worth TX,Boston MA,344,580
2262,Seattle WA,Dallas/Fort Worth TX,228,2070,Dallas/Fort Worth TX,Boston MA,344,572
1212,Seattle WA,Dallas/Fort Worth TX,204,2070,Dallas/Fort Worth TX,Boston MA,344,548
1232,Seattle WA,Dallas/Fort Worth TX,220,2070,Dallas/Fort Worth TX,Boston MA,344,564
1401,Seattle WA,Dallas/Fort Worth TX,273,2070,Dallas/Fort Worth TX,Boston MA,344,617
1625,Seattle WA,Dallas/Fort Worth TX,228,2070,Dallas/Fort Worth TX,Boston MA,344,572
143,Seattle WA,Dallas/Fort Worth TX,235,2070,Dallas/Fort Worth TX,Boston MA,344,579
388,Seattle WA,Dallas/Fort Worth TX,228,2070,Dallas/Fort Worth TX,Boston MA,344,572
456,Seattle WA,St. Louis MO,230,2240,St. Louis MO,Boston MA,151,381
852,Seattle WA,St. Louis MO,220,2240,St. Louis MO,Boston MA,151,371
1498,Seattle WA,St. Louis MO,214,2240,St. Louis MO,Boston MA,151,365
748,Seattle WA,St. Louis MO,225,2240,St. Louis MO,Boston MA,151,376
712,Seattle WA,St. Louis MO,221,2240,St. Louis MO,Boston MA,151,372
392,Seattle WA,St. Louis MO,219,2240,St. Louis MO,Boston MA,151,370
380,Seattle WA,Dallas/Fort Worth TX,280,2250,Dallas/Fort Worth TX,Boston MA,224,504
524,Seattle WA,Dallas/Fort Worth TX,233,2250,Dallas/Fort Worth TX,Boston MA,224,457
622,Seattle WA,Dallas/Fort Worth TX,226,2250,Dallas/Fort Worth TX,Boston MA,224,450
846,Seattle WA,Dallas/Fort Worth TX,250,2250,Dallas/Fort Worth TX,Boston MA,224,474
1020,Seattle WA,Dallas/Fort Worth TX,236,2250,Dallas/Fort Worth TX,Boston MA,224,460
1046,Seattle WA,Dallas/Fort Worth TX,281,2250,Dallas/Fort Worth TX,Boston MA,224,505
2310,Seattle WA,Dallas/Fort Worth TX,221,2250,Dallas/Fort Worth TX,Boston MA,224,445
2407,Seattle WA,Dallas/Fort Worth TX,239,2250,Dallas/Fort Worth TX,Boston MA,224,463
658,Seattle WA,Dallas/Fort Worth TX,229,2250,Dallas/Fort Worth TX,Boston MA,224,453
660,Seattle WA,Dallas/Fort Worth TX,218,2250,Dallas/Fort Worth TX,Boston MA,224,442
662,Seattle WA,Dallas/Fort Worth TX,227,2250,Dallas/Fort Worth TX,Boston MA,224,451
1094,Seattle WA,Dallas/Fort Worth TX,231,2250,Dallas/Fort Worth TX,Boston MA,224,455
1230,Seattle WA,Dallas/Fort Worth TX,233,2250,Dallas/Fort Worth TX,Boston MA,224,457
1308,Seattle WA,Dallas/Fort Worth TX,243,2250,Dallas/Fort Worth TX,Boston MA,224,467
1402,Seattle WA,Dallas/Fort Worth TX,255,2250,Dallas/Fort Worth TX,Boston MA,224,479
1489,Seattle WA,Dallas/Fort Worth TX,236,2250,Dallas/Fort Worth TX,Boston MA,224,460
2262,Seattle WA,Dallas/Fort Worth TX,228,2250,Dallas/Fort Worth TX,Boston MA,224,452
1212,Seattle WA,Dallas/Fort Worth TX,204,2250,Dallas/Fort Worth TX,Boston MA,224,428
1232,Seattle WA,Dallas/Fort Worth TX,220,2250,Dallas/Fort Worth TX,Boston MA,224,444
1401,Seattle WA,Dallas/Fort Worth TX,273,2250,Dallas/Fort Worth TX,Boston MA,224,497
1625,Seattle WA,Dallas/Fort Worth TX,228,2250,Dallas/Fort Worth TX,Boston MA,224,452
143,Seattle WA,Dallas/Fort Worth TX,235,2250,Dallas/Fort Worth TX,Boston MA,224,459
388,Seattle WA,Dallas/Fort Worth TX,228,2250,Dallas/Fort Worth TX,Boston MA,224,452
526,Seattle WA,Chicago IL,230,2276,Chicago IL,Boston MA,134,364
868,Seattle WA,Chicago IL,232,2276,Chicago IL,Boston MA,134,366
1460,Seattle WA,Chicago IL,223,2276,Chicago IL,Boston MA,134,357
1734,Seattle WA,Chicago IL,227,2276,Chicago IL,Boston MA,134,361
2041,Seattle WA,Chicago IL,261,2276,Chicago IL,Boston MA,134,395
2333,Seattle WA,Chicago IL,221,2276,Chicago IL,Boston MA,134,355
3951,Seattle WA,Chicago IL,228,2276,Chicago IL,Boston MA,134,362
4375,Seattle WA,Chicago IL,238,2276,Chicago IL,Boston MA,134,372
4575,Seattle WA,Chicago IL,233,2276,Chicago IL,Boston MA,134,367
1977,Seattle WA,Chicago IL,221,2276,Chicago IL,Boston MA,134,355
1262,Seattle WA,Chicago IL,230,2276,Chicago IL,Boston MA,134,364
1282,Seattle WA,Chicago IL,233,2276,Chicago IL,Boston MA,134,367
1905,Seattle WA,Chicago IL,227,2276,Chicago IL,Boston MA,134,361
1116,Seattle WA,Chicago IL,222,2276,Chicago IL,Boston MA,134,356
3060,Seattle WA,Chicago IL,222,2276,Chicago IL,Boston MA,134,356
20,Seattle WA,Chicago IL,217,2276,Chicago IL,Boston MA,134,351
22,Seattle WA,Chicago IL,241,2276,Chicago IL,Boston MA,134,375
26,Seattle WA,Chicago IL,219,2276,Chicago IL,Boston MA,134,353
34,Seattle WA,Chicago IL,233,2276,Chicago IL,Boston MA,134,367
1519,Seattle WA,Chicago IL,237,2276,Chicago IL,Boston MA,134,371
1949,Seattle WA,Chicago IL,217,2276,Chicago IL,Boston MA,134,351
2220,Seattle WA,Chicago IL,231,2276,Chicago IL,Boston MA,134,365
42,Seattle WA,Chicago IL,228,2276,Chicago IL,Boston MA,134,362
184,Seattle WA,Chicago IL,233,2276,Chicago IL,Boston MA,134,367
1283,Seattle WA,Chicago IL,227,2276,Chicago IL,Boston MA,134,361
1239,Seattle WA,Chicago IL,235,2276,Chicago IL,Boston MA,134,369
1628,Seattle WA,Chicago IL,237,2276,Chicago IL,Boston MA,134,371
754,Seattle WA,Chicago IL,223,2276,Chicago IL,Boston MA,134,357
938,Seattle WA,Chicago IL,265,2276,Chicago IL,Boston MA,134,399
942,Seattle WA,Chicago IL,229,2276,Chicago IL,Boston MA,134,363
1236,Seattle WA,Chicago IL,266,2276,Chicago IL,Boston MA,134,400
202,Seattle WA,Chicago IL,225,2276,Chicago IL,Boston MA,134,359
1027,Seattle WA,Chicago IL,245,2276,Chicago IL,Boston MA,134,379
20,Seattle WA,Chicago IL,249,2276,Chicago IL,Boston MA,134,383
22,Seattle WA,Chicago IL,236,2276,Chicago IL,Boston MA,134,370
160,Seattle WA,Chicago IL,235,2276,Chicago IL,Boston MA,134,369
384,Seattle WA,Chicago IL,0,2276,Chicago IL,Boston MA,134,134
486,Seattle WA,Chicago IL,233,2276,Chicago IL,Boston MA,134,367
646,Seattle WA,Chicago IL,232,2276,Chicago IL,Boston MA,134,366
380,Seattle WA,Dallas/Fort Worth TX,280,2404,Dallas/Fort Worth TX,Boston MA,225,505
524,Seattle WA,Dallas/Fort Worth TX,233,2404,Dallas/Fort Worth TX,Boston MA,225,458
622,Seattle WA,Dallas/Fort Worth TX,226,2404,Dallas/Fort Worth TX,Boston MA,225,451
846,Seattle WA,Dallas/Fort Worth TX,250,2404,Dallas/Fort Worth TX,Boston MA,225,475
1020,Seattle WA,Dallas/Fort Worth TX,236,2404,Dallas/Fort Worth TX,Boston MA,225,461
1046,Seattle WA,Dallas/Fort Worth TX,281,2404,Dallas/Fort Worth TX,Boston MA,225,506
2310,Seattle WA,Dallas/Fort Worth TX,221,2404,Dallas/Fort Worth TX,Boston MA,225,446
2407,Seattle WA,Dallas/Fort Worth TX,239,2404,Dallas/Fort Worth TX,Boston MA,225,464
658,Seattle WA,Dallas/Fort Worth TX,229,2404,Dallas/Fort Worth TX,Boston MA,225,454
660,Seattle WA,Dallas/Fort Worth TX,218,2404,Dallas/Fort Worth TX,Boston MA,225,443
662,Seattle WA,Dallas/Fort Worth TX,227,2404,Dallas/Fort Worth TX,Boston MA,225,452
1094,Seattle WA,Dallas/Fort Worth TX,231,2404,Dallas/Fort Worth TX,Boston MA,225,456
1230,Seattle WA,Dallas/Fort Worth TX,233,2404,Dallas/Fort Worth TX,Boston MA,225,458
1308,Seattle WA,Dallas/Fort Worth TX,243,2404,Dallas/Fort Worth TX,Boston MA,225,468
1402,Seattle WA,Dallas/Fort Worth TX,255,2404,Dallas/Fort Worth TX,Boston MA,225,480
1489,Seattle WA,Dallas/Fort Worth TX,236,2404,Dallas/Fort Worth TX,Boston MA,225,461
2262,Seattle WA,Dallas/Fort Worth TX,228,2404,Dallas/Fort Worth TX,Boston MA,225,453
1212,Seattle WA,Dallas/Fort Worth TX,204,2404,Dallas/Fort Worth TX,Boston MA,225,429
1232,Seattle WA,Dallas/Fort Worth TX,220,2404,Dallas/Fort Worth TX,Boston MA,225,445
1401,Seattle WA,Dallas/Fort Worth TX,273,2404,Dallas/Fort Worth TX,Boston MA,225,498
1625,Seattle WA,Dallas/Fort Worth TX,228,2404,Dallas/Fort Worth TX,Boston MA,225,453
143,Seattle WA,Dallas/Fort Worth TX,235,2404,Dallas/Fort Worth TX,Boston MA,225,460
388,Seattle WA,Dallas/Fort Worth TX,228,2404,Dallas/Fort Worth TX,Boston MA,225,453
NULL,NULL,NULL,NULL,12,Seattle WA,Boston MA,315,NULL
NULL,NULL,NULL,NULL,24,Seattle WA,Boston MA,314,NULL
542,Seattle WA,Denver CO,147,490,Denver CO,Boston MA,227,374
578,Seattle WA,Denver CO,146,490,Denver CO,Boston MA,227,373
582,Seattle WA,Denver CO,145,490,Denver CO,Boston MA,227,372
588,Seattle WA,Denver CO,149,490,Denver CO,Boston MA,227,376
846,Seattle WA,Denver CO,151,490,Denver CO,Boston MA,227,378
834,Seattle WA,Denver CO,146,490,Denver CO,Boston MA,227,373
2882,Seattle WA,Denver CO,149,490,Denver CO,Boston MA,227,376
3927,Seattle WA,Denver CO,151,490,Denver CO,Boston MA,227,378
1526,Seattle WA,Denver CO,150,490,Denver CO,Boston MA,227,377
1568,Seattle WA,Denver CO,159,490,Denver CO,Boston MA,227,386
1771,Seattle WA,Denver CO,150,490,Denver CO,Boston MA,227,377
478,Seattle WA,Denver CO,155,490,Denver CO,Boston MA,227,382
929,Seattle WA,Denver CO,151,490,Denver CO,Boston MA,227,378
1181,Seattle WA,Denver CO,142,490,Denver CO,Boston MA,227,369
682,Seattle WA,Denver CO,209,490,Denver CO,Boston MA,227,436
142,Seattle WA,Denver CO,150,490,Denver CO,Boston MA,227,377
146,Seattle WA,Denver CO,154,490,Denver CO,Boston MA,227,381
4588,Seattle WA,Denver CO,147,490,Denver CO,Boston MA,227,374
1932,Seattle WA,Denver CO,159,490,Denver CO,Boston MA,227,386
1084,Seattle WA,Denver CO,154,490,Denver CO,Boston MA,227,381
1218,Seattle WA,Denver CO,155,490,Denver CO,Boston MA,227,382
672,Seattle WA,Denver CO,158,490,Denver CO,Boston MA,227,385
674,Seattle WA,Denver CO,165,490,Denver CO,Boston MA,227,392
676,Seattle WA,Denver CO,160,490,Denver CO,Boston MA,227,387
678,Seattle WA,Denver CO,158,490,Denver CO,Boston MA,227,385
680,Seattle WA,Denver CO,143,490,Denver CO,Boston MA,227,370
452,Seattle WA,Denver CO,150,490,Denver CO,Boston MA,227,377
460,Seattle WA,Denver CO,144,490,Denver CO,Boston MA,227,371
598,Seattle WA,Denver CO,146,490,Denver CO,Boston MA,227,373
768,Seattle WA,Denver CO,143,490,Denver CO,Boston MA,227,370
822,Seattle WA,Denver CO,159,490,Denver CO,Boston MA,227,386
876,Seattle WA,Denver CO,143,490,Denver CO,Boston MA,227,370
839,Seattle WA,Denver CO,149,490,Denver CO,Boston MA,227,376
848,Seattle WA,Denver CO,144,490,Denver CO,Boston MA,227,371
136,Seattle WA,Denver CO,150,490,Denver CO,Boston MA,227,377
282,Seattle WA,Denver CO,144,490,Denver CO,Boston MA,227,371
324,Seattle WA,Denver CO,145,490,Denver CO,Boston MA,227,372
356,Seattle WA,Denver CO,0,490,Denver CO,Boston MA,227,227
38,Seattle WA,Fort Lauderdale FL,339,450,Fort Lauderdale FL,Boston MA,177,516
38,Seattle WA,Fort Lauderdale FL,339,454,Fort Lauderdale FL,Boston MA,181,520
38,Seattle WA,Fort Lauderdale FL,339,456,Fort Lauderdale FL,Boston MA,181,520
92,Seattle WA,Las Vegas NV,135,484,Las Vegas NV,Boston MA,307,442
898,Seattle WA,Las Vegas NV,137,484,Las Vegas NV,Boston MA,307,444
1629,Seattle WA,Las Vegas NV,143,484,Las Vegas NV,Boston MA,307,450
4102,Seattle WA,Las Vegas NV,138,484,Las Vegas NV,Boston MA,307,445
4720,Seattle WA,Las Vegas NV,134,484,Las Vegas NV,Boston MA,307,441
4841,Seattle WA,Las Vegas NV,149,484,Las Vegas NV,Boston MA,307,456
743,Seattle WA,Las Vegas NV,135,484,Las Vegas NV,Boston MA,307,442
614,Seattle WA,Las Vegas NV,138,484,Las Vegas NV,Boston MA,307,445
616,Seattle WA,Las Vegas NV,146,484,Las Vegas NV,Boston MA,307,453
600,Seattle WA,Las Vegas NV,137,484,Las Vegas NV,Boston MA,307,444
602,Seattle WA,Las Vegas NV,136,484,Las Vegas NV,Boston MA,307,443
604,Seattle WA,Las Vegas NV,136,484,Las Vegas NV,Boston MA,307,443
608,Seattle WA,Las Vegas NV,143,484,Las Vegas NV,Boston MA,307,450
610,Seattle WA,Las Vegas NV,142,484,Las Vegas NV,Boston MA,307,449
612,Seattle WA,Las Vegas NV,143,484,Las Vegas NV,Boston MA,307,450
596,Seattle WA,Las Vegas NV,146,484,Las Vegas NV,Boston MA,307,453
893,Seattle WA,Las Vegas NV,138,484,Las Vegas NV,Boston MA,307,445
461,Seattle WA,Las Vegas NV,140,484,Las Vegas NV,Boston MA,307,447
803,Seattle WA,Las Vegas NV,143,484,Las Vegas NV,Boston MA,307,450
131,Seattle WA,Las Vegas NV,134,484,Las Vegas NV,Boston MA,307,441
139,Seattle WA,Las Vegas NV,132,484,Las Vegas NV,Boston MA,307,439
579,Seattle WA,Las Vegas NV,129,484,Las Vegas NV,Boston MA,307,436
605,Seattle WA,Las Vegas NV,141,484,Las Vegas NV,Boston MA,307,448
642,Seattle WA,Las Vegas NV,141,484,Las Vegas NV,Boston MA,307,448
660,Seattle WA,Las Vegas NV,147,484,Las Vegas NV,Boston MA,307,454
662,Seattle WA,Las Vegas NV,146,484,Las Vegas NV,Boston MA,307,453
684,Seattle WA,Las Vegas NV,146,484,Las Vegas NV,Boston MA,307,453
640,Seattle WA,Las Vegas NV,147,484,Las Vegas NV,Boston MA,307,454
322,Seattle WA,Long Beach CA,152,482,Long Beach CA,Boston MA,332,484
338,Seattle WA,Long Beach CA,157,482,Long Beach CA,Boston MA,332,489
342,Seattle WA,Long Beach CA,155,482,Long Beach CA,Boston MA,332,487
407,Seattle WA,Long Beach CA,143,482,Long Beach CA,Boston MA,332,475
1007,Seattle WA,Long Beach CA,147,482,Long Beach CA,Boston MA,332,479
1207,Seattle WA,Long Beach CA,147,482,Long Beach CA,Boston MA,332,479
322,Seattle WA,Long Beach CA,152,486,Long Beach CA,Boston MA,342,494
338,Seattle WA,Long Beach CA,157,486,Long Beach CA,Boston MA,342,499
342,Seattle WA,Long Beach CA,155,486,Long Beach CA,Boston MA,342,497
407,Seattle WA,Long Beach CA,143,486,Long Beach CA,Boston MA,342,485
1007,Seattle WA,Long Beach CA,147,486,Long Beach CA,Boston MA,342,489
1207,Seattle WA,Long Beach CA,147,486,Long Beach CA,Boston MA,342,489
322,Seattle WA,Long Beach CA,152,488,Long Beach CA,Boston MA,322,474
338,Seattle WA,Long Beach CA,157,488,Long Beach CA,Boston MA,322,479
342,Seattle WA,Long Beach CA,155,488,Long Beach CA,Boston MA,322,477
407,Seattle WA,Long Beach CA,143,488,Long Beach CA,Boston MA,322,465
1007,Seattle WA,Long Beach CA,147,488,Long Beach CA,Boston MA,322,469
1207,Seattle WA,Long Beach CA,147,488,Long Beach CA,Boston MA,322,469
18,Seattle WA,Orlando FL,367,430,Orlando FL,Boston MA,167,534
16,Seattle WA,Orlando FL,340,430,Orlando FL,Boston MA,167,507
18,Seattle WA,Orlando FL,367,432,Orlando FL,Boston MA,161,528
16,Seattle WA,Orlando FL,340,432,Orlando FL,Boston MA,161,501
18,Seattle WA,Orlando FL,367,436,Orlando FL,Boston MA,182,549
16,Seattle WA,Orlando FL,340,436,Orlando FL,Boston MA,182,522
120,Seattle WA,Oakland CA,133,472,Oakland CA,Boston MA,337,470
314,Seattle WA,Oakland CA,133,472,Oakland CA,Boston MA,337,470
326,Seattle WA,Oakland CA,118,472,Oakland CA,Boston MA,337,455
396,Seattle WA,Oakland CA,113,472,Oakland CA,Boston MA,337,450
410,Seattle WA,Oakland CA,118,472,Oakland CA,Boston MA,337,455
412,Seattle WA,Oakland CA,132,472,Oakland CA,Boston MA,337,469
3745,Seattle WA,Oakland CA,118,472,Oakland CA,Boston MA,337,455
364,Seattle WA,Oakland CA,120,472,Oakland CA,Boston MA,337,457
158,Seattle WA,Oakland CA,129,472,Oakland CA,Boston MA,337,466
638,Seattle WA,Oakland CA,108,472,Oakland CA,Boston MA,337,445
826,Seattle WA,Oakland CA,108,472,Oakland CA,Boston MA,337,445
3238,Seattle WA,Oakland CA,114,472,Oakland CA,Boston MA,337,451
3472,Seattle WA,Oakland CA,121,472,Oakland CA,Boston MA,337,458
2476,Seattle WA,Oakland CA,108,472,Oakland CA,Boston MA,337,445
2725,Seattle WA,Oakland CA,110,472,Oakland CA,Boston MA,337,447
2942,Seattle WA,Oakland CA,117,472,Oakland CA,Boston MA,337,454
342,Seattle WA,Oakland CA,109,472,Oakland CA,Boston MA,337,446
344,Seattle WA,Oakland CA,117,472,Oakland CA,Boston MA,337,454
356,Seattle WA,Oakland CA,129,472,Oakland CA,Boston MA,337,466
470,Seattle WA,Oakland CA,112,472,Oakland CA,Boston MA,337,449
476,Seattle WA,Oakland CA,117,472,Oakland CA,Boston MA,337,454
309,Seattle WA,Oakland CA,111,472,Oakland CA,Boston MA,337,448
1347,Seattle WA,Oakland CA,110,472,Oakland CA,Boston MA,337,447
1493,Seattle WA,Oakland CA,115,472,Oakland CA,Boston MA,337,452
2057,Seattle WA,Oakland CA,112,472,Oakland CA,Boston MA,337,449
120,Seattle WA,Oakland CA,133,474,Oakland CA,Boston MA,336,469
314,Seattle WA,Oakland CA,133,474,Oakland CA,Boston MA,336,469
326,Seattle WA,Oakland CA,118,474,Oakland CA,Boston MA,336,454
396,Seattle WA,Oakland CA,113,474,Oakland CA,Boston MA,336,449
410,Seattle WA,Oakland CA,118,474,Oakland CA,Boston MA,336,454
412,Seattle WA,Oakland CA,132,474,Oakland CA,Boston MA,336,468
3745,Seattle WA,Oakland CA,118,474,Oakland CA,Boston MA,336,454
364,Seattle WA,Oakland CA,120,474,Oakland CA,Boston MA,336,456
158,Seattle WA,Oakland CA,129,474,Oakland CA,Boston MA,336,465
638,Seattle WA,Oakland CA,108,474,Oakland CA,Boston MA,336,444
826,Seattle WA,Oakland CA,108,474,Oakland CA,Boston MA,336,444
3238,Seattle WA,Oakland CA,114,474,Oakland CA,Boston MA,336,450
3472,Seattle WA,Oakland CA,121,474,Oakland CA,Boston MA,336,457
2476,Seattle WA,Oakland CA,108,474,Oakland CA,Boston MA,336,444
2725,Seattle WA,Oakland CA,110,474,Oakland CA,Boston MA,336,446
2942,Seattle WA,Oakland CA,117,474,Oakland CA,Boston MA,336,453
342,Seattle WA,Oakland CA,109,474,Oakland CA,Boston MA,336,445
344,Seattle WA,Oakland CA,117,474,Oakland CA,Boston MA,336,453
356,Seattle WA,Oakland CA,129,474,Oakland CA,Boston MA,336,465
470,Seattle WA,Oakland CA,112,474,Oakland CA,Boston MA,336,448
476,Seattle WA,Oakland CA,117,474,Oakland CA,Boston MA,336,453
309,Seattle WA,Oakland CA,111,474,Oakland CA,Boston MA,336,447
1347,Seattle WA,Oakland CA,110,474,Oakland CA,Boston MA,336,446
1493,Seattle WA,Oakland CA,115,474,Oakland CA,Boston MA,336,451
2057,Seattle WA,Oakland CA,112,474,Oakland CA,Boston MA,336,448
120,Seattle WA,Oakland CA,133,476,Oakland CA,Boston MA,350,483
314,Seattle WA,Oakland CA,133,476,Oakland CA,Boston MA,350,483
326,Seattle WA,Oakland CA,118,476,Oakland CA,Boston MA,350,468
396,Seattle WA,Oakland CA,113,476,Oakland CA,Boston MA,350,463
410,Seattle WA,Oakland CA,118,476,Oakland CA,Boston MA,350,468
412,Seattle WA,Oakland CA,132,476,Oakland CA,Boston MA,350,482
3745,Seattle WA,Oakland CA,118,476,Oakland CA,Boston MA,350,468
364,Seattle WA,Oakland CA,120,476,Oakland CA,Boston MA,350,470
158,Seattle WA,Oakland CA,129,476,Oakland CA,Boston MA,350,479
638,Seattle WA,Oakland CA,108,476,Oakland CA,Boston MA,350,458
826,Seattle WA,Oakland CA,108,476,Oakland CA,Boston MA,350,458
3238,Seattle WA,Oakland CA,114,476,Oakland CA,Boston MA,350,464
3472,Seattle WA,Oakland CA,121,476,Oakland CA,Boston MA,350,471
2476,Seattle WA,Oakland CA,108,476,Oakland CA,Boston MA,350,458
2725,Seattle WA,Oakland CA,110,476,Oakland CA,Boston MA,350,460
2942,Seattle WA,Oakland CA,117,476,Oakland CA,Boston MA,350,467
342,Seattle WA,Oakland CA,109,476,Oakland CA,Boston MA,350,459
344,Seattle WA,Oakland CA,117,476,Oakland CA,Boston MA,350,467
356,Seattle WA,Oakland CA,129,476,Oakland CA,Boston MA,350,479
470,Seattle WA,Oakland CA,112,476,Oakland CA,Boston MA,350,462
476,Seattle WA,Oakland CA,117,476,Oakland CA,Boston MA,350,467
309,Seattle WA,Oakland CA,111,476,Oakland CA,Boston MA,350,461
1347,Seattle WA,Oakland CA,110,476,Oakland CA,Boston MA,350,460
1493,Seattle WA,Oakland CA,115,476,Oakland CA,Boston MA,350,465
2057,Seattle WA,Oakland CA,112,476,Oakland CA,Boston MA,350,462
NULL,NULL,NULL,NULL,466,Fort Myers FL,Boston MA,182,NULL
324,Seattle WA,San Jose CA,129,470,San Jose CA,Boston MA,329,458
332,Seattle WA,San Jose CA,115,470,San Jose CA,Boston MA,329,444
344,Seattle WA,San Jose CA,124,470,San Jose CA,Boston MA,329,453
378,Seattle WA,San Jose CA,120,470,San Jose CA,Boston MA,329,449
380,Seattle WA,San Jose CA,120,470,San Jose CA,Boston MA,329,449
394,Seattle WA,San Jose CA,120,470,San Jose CA,Boston MA,329,449
4802,Seattle WA,San Jose CA,120,470,San Jose CA,Boston MA,329,449
4727,Seattle WA,San Jose CA,116,470,San Jose CA,Boston MA,329,445
4733,Seattle WA,San Jose CA,126,470,San Jose CA,Boston MA,329,455
498,Seattle WA,San Jose CA,127,470,San Jose CA,Boston MA,329,456
923,Seattle WA,San Jose CA,129,470,San Jose CA,Boston MA,329,458
1558,Seattle WA,San Jose CA,132,470,San Jose CA,Boston MA,329,461
322,Seattle WA,San Jose CA,123,470,San Jose CA,Boston MA,329,452
326,Seattle WA,San Jose CA,121,470,San Jose CA,Boston MA,329,450
328,Seattle WA,San Jose CA,126,470,San Jose CA,Boston MA,329,455
330,Seattle WA,San Jose CA,117,470,San Jose CA,Boston MA,329,446
334,Seattle WA,San Jose CA,119,470,San Jose CA,Boston MA,329,448
336,Seattle WA,San Jose CA,116,470,San Jose CA,Boston MA,329,445
452,Seattle WA,San Jose CA,127,470,San Jose CA,Boston MA,329,456
510,Seattle WA,San Jose CA,126,470,San Jose CA,Boston MA,329,455
593,Seattle WA,San Jose CA,112,470,San Jose CA,Boston MA,329,441
1066,Seattle WA,San Jose CA,110,470,San Jose CA,Boston MA,329,439
2510,Seattle WA,San Jose CA,117,470,San Jose CA,Boston MA,329,446
200,Seattle WA,San Jose CA,126,470,San Jose CA,Boston MA,329,455
774,Seattle WA,Tampa FL,348,444,Tampa FL,Boston MA,168,516
774,Seattle WA,Tampa FL,348,448,Tampa FL,Boston MA,171,519
8,Seattle WA,Newark NJ,322,8,Newark NJ,Boston MA,64,386
14,Seattle WA,Newark NJ,332,8,Newark NJ,Boston MA,64,396
234,Seattle WA,Newark NJ,293,8,Newark NJ,Boston MA,64,357
1580,Seattle WA,Newark NJ,307,8,Newark NJ,Boston MA,64,371
1680,Seattle WA,Newark NJ,308,8,Newark NJ,Boston MA,64,372
1880,Seattle WA,Newark NJ,302,8,Newark NJ,Boston MA,64,366
8,Seattle WA,Newark NJ,339,8,Newark NJ,Boston MA,64,403
14,Seattle WA,Newark NJ,295,8,Newark NJ,Boston MA,64,359
1082,Seattle WA,Newark NJ,291,8,Newark NJ,Boston MA,64,355
1108,Seattle WA,Newark NJ,288,8,Newark NJ,Boston MA,64,352
1463,Seattle WA,Newark NJ,302,8,Newark NJ,Boston MA,64,366
1695,Seattle WA,Newark NJ,294,8,Newark NJ,Boston MA,64,358
8,Seattle WA,Newark NJ,322,21,Newark NJ,Boston MA,82,404
14,Seattle WA,Newark NJ,332,21,Newark NJ,Boston MA,82,414
234,Seattle WA,Newark NJ,293,21,Newark NJ,Boston MA,82,375
1580,Seattle WA,Newark NJ,307,21,Newark NJ,Boston MA,82,389
1680,Seattle WA,Newark NJ,308,21,Newark NJ,Boston MA,82,390
1880,Seattle WA,Newark NJ,302,21,Newark NJ,Boston MA,82,384
